,Product_Name,Brand,Capacity_kg,Machine_Type,Load_type,Color,Price,Discount_%,Reviews_Count
0,"Intex 8 kg With Air Dry Technology, Pulsator Design, Magic Filter Semi Automatic Top Load Washing Machine",Intex,8,Semi Automatic,Top Load,"Maroon, White",8999,39,17041
1,Midea 7.5 kg Semi Automatic Top Load Washing Machine,Midea,7.5,Semi Automatic,Top Load,"Black, Grey",19369,31,18200
2,Godrej 7 kg Fully Automatic Top Load Washing Machine,Godrej,7,Fully Automatic,Top Load,Grey,12990,43,475
3,MOTOROLA 14 kg 5 star rating Midnight Series Soft closing Glass lid Semi Automatic Top Load Washing Machine,MOTOROLA,14,Semi Automatic,Top Load,Black,7299,63,475
4,VW 8 kg Semi Automatic Top Load Washing Machine,VW,8,Semi Automatic,Top Load,"White, Maroon",6999,63,63703
5,VW 7.5 kg Semi Automatic Top Load Washing Machine,VW,7.5,Semi Automatic,Top Load,"Black, Grey",7290,47,74082
6,MarQ by Flipkart 7 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine,MarQ by Flipkart,7,Semi Automatic,Top Load,"Blue, White",12690,33,31324
7,"Haier 6.5 kg Powerful Oceanus Wave Drum, Smart Fuzzy Control, Balance Clean Pulsator, Custom Wash Cycles with 15 Mins Quick Wash, Magic Filter, Castor Wheels Fully Automatic Top Load Washing Machine",Haier,6.5,Fully Automatic,Top Load,"Brown, Grey",6890,42,98936
8,MarQ by Flipkart 6 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine,MarQ by Flipkart,6,Semi Automatic,Top Load,"White, Maroon",7999,42,23446
9,realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine,realme TechLife,7.5,Semi Automatic,Top Load,"Black, Grey",11290,50,54121
10,Voltas Beko 8.5 kg Semi Automatic Top Load Washing Machine,Voltas Beko,8.5,Semi Automatic,Top Load,"Blue, White",10990,32,39395
11,"LG 7 kg 5 Star with Wind Jet Dry, Collar Scrubber and Rust Free Plastic Base Semi Automatic Top Load Washing Machine",LG,7,Semi Automatic,Top Load,"Grey, White",9290,29,63703
12,"Samsung 6.5 kg 5 star, Air Turbo Drying Semi Automatic Top Load Washing Machine",Samsung,6.5,Semi Automatic,Top Load,"Blue, Grey",6990,46,74082
13,MarQ by Flipkart 6.5 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine,MarQ by Flipkart,6.5,Semi Automatic,Top Load,"Blue, White",12490,34,44382
14,"Haier 6.5 kg Balance Clean Pulsator, Custom Wash Cycles with 15 Mins Quick Wash, Magic Filter Fully Automatic Top Load Washing Machine",Haier,6.5,Fully Automatic,Top Load,"Brown, Grey",8980,29,56326
15,"Whirlpool 6.5 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Body Semi Automatic Top Load Washing Machine",Whirlpool,6.5,Semi Automatic,Top Load,Grey,11990,45,18200
16,ONIDA 7 kg 5 Star 10 Wash Programs Crystal Drum Fully Automatic Top Load Washing Machine,ONIDA,7,Fully Automatic,Top Load,Grey,10490,50,98936
17,MOTOROLA 10 kg 5 star rating Midnight Series Semi Automatic Top Load Washing Machine,MOTOROLA,10,Semi Automatic,Top Load,Black,9990,50,16850
18,realme TechLife 10 kg Semi Automatic Top Load Washing Machine,realme TechLife,10,Semi Automatic,Top Load,Grey,11190,49,30647
19,realme TechLife 7 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine,realme TechLife,7,Fully Automatic,Top Load,"Black, Grey",7490,28,39395
20,Thomson 7 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine,Thomson,7,Semi Automatic,Top Load,Blue,12790,20,25705
21,Samsung 8 kg Semi Automatic Top Load Washing Machine,Samsung,8,Semi Automatic,Top Load,"Black, Grey",14590,22,25705
22,Whirlpool 6.5 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine,Whirlpool,6.5,Fully Automatic,Top Load,Grey,13990,23,0
23,Whirlpool 6 kg Magic Clean 5 Star and Digital Display Fully Automatic Top Load Washing Machine,Whirlpool,6,Fully Automatic,Top Load,Grey,,,0
24,Voltas Beko 14 kg Semi Automatic Top Load Washing Machine,Voltas Beko,14,Semi Automatic,Top Load,Grey,16990,30,9
25,Thomson 10 kg 5 Star Aqua Magic Grande Series with Floral Toughened Glass with Soft Closure and Double Waterfall Semi Automatic Top Load Washing Machine,Thomson,10,Semi Automatic,Top Load,"Black, Grey",10490,30,30647
26,Thomson 8 kg 5 Star Aqua Magic Grande Series with Floral Toughened Glass and Double Waterfall Semi Automatic Top Load Washing Machine,Thomson,8,Semi Automatic,Top Load,"Black, Grey",8790,32,30647
27,Thomson 7.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine,Thomson,7.5,Semi Automatic,Top Load,Black,7690,33,30647
28,Unknown,ONIDA,6.5,Unknown,Unknown,Unknown,5648,3,31249
29,LG 10 kg Semi Automatic Top Load Washing Machine,LG,10,Semi Automatic,Top Load,"Grey, White",16385,25,134
30,LG 10 kg 5 Star Semi Automatic Top Load Washing Machine,LG,10,Semi Automatic,Top Load,"Grey, White",15626,27,7419
31,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine,Whirlpool,7,Fully Automatic,Top Load,Grey,15190,22,49468
32,"Midea 6.5 kg 5 Star Rust Proof Body ,Rat Away Feature Semi Automatic Top Load Washing Machine",Midea,6.5,Semi Automatic,Top Load,"Maroon, White",6790,32,276
33,"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic Top Load Washing Machine",LG,8.5,Semi Automatic,Top Load,"Maroon, White",13990,30,14889
34,LG 8 kg Semi Automatic Top Load Washing Machine,LG,8,Semi Automatic,Top Load,"White, Maroon",13769,27,1542
35,LG 8 kg Semi Automatic Top Load Washing Machine,LG,8,Semi Automatic,Top Load,"White, Maroon",13649,28,2934
36,"LG 8 kg 5 Star, Smart Inverter Technology, TurboDrum, Smart Diagnosis with Soft Closing Door Fully Automatic Top Load Washing Machine",LG,8,Fully Automatic,Top Load,Black,19990,31,86853
37,"LG 7 kg 5 Star, Smart Inverter Technology, TurboDrum, Smart Diagnosis with Soft Closing Door Fully Automatic Top Load Washing Machine",LG,7,Fully Automatic,Top Load,Black,17990,34,86853
38,VW 9.5 kg Semi Automatic Top Load Washing Machine,VW,9.5,Semi Automatic,Top Load,"Yellow, Black, Grey",8999,60,475
39,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Washing Machine",Whirlpool,7,Semi Automatic,Top Load,Grey,9980,26,44382
40,"Samsung 8 kg 5 star, Ecobubble, Soft Closing Door, Digital Inverter Fully Automatic Top Load Washing Machine",Samsung,8,Fully Automatic,Top Load,Grey,19490,27,108865
41,Unknown,ONIDA,9,Unknown,Unknown,Unknown,6449,7,31249
42,ONIDA 7 kg 5 Star With Five-Fin Storm Pulsator Semi Automatic Top Load Washing Machine,ONIDA,7,Semi Automatic,Top Load,"Black, Grey",7450,40,1539
43,"Samsung 7 kg 5 star, Air Turbo Drying Semi Automatic Top Load Washing Machine",Samsung,7,Semi Automatic,Top Load,"Grey, Purple",10290,27,39395
44,"Samsung 9.5 kg 5 star,Air Turbo Drying Semi Automatic Top Load Washing Machine",Samsung,9.5,Semi Automatic,Top Load,"Black, Grey",14790,27,39395
45,Unknown,MarQ by Flipkart by Flipkart,8,Unknown,Unknown,Unknown,4799,60,1524
46,realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine,realme TechLife,7,Semi Automatic,Top Load,"White, Black",7490,40,98936
47,Godrej 7.5 kg Fully Automatic Top Load Washing Machine,Godrej,7.5,Fully Automatic,Top Load,"with In-built Heater Black, Grey",25500,22,0
48,Voltas Beko by A Tata Product 14 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,14,Semi Automatic,Top Load,"Maroon, White",16990,30,30647
49,BOSCH 7 kg Fully Automatic Front Load Washing Machine,BOSCH,7,Fully Automatic,Front Load,with In-built Heater Black,31990,39,29444
50,Haier 9 kg Semi Automatic Top Load Washing Machine,Haier,9,Semi Automatic,Top Load,"Black, Grey",14990,26,98936
51,Thomson 12 kg 5 Star Aqua Magic Toughen Glass with soft closure and Double Waterfall Semi Automatic Top Load Washing Machine,Thomson,12,Semi Automatic,Top Load,Black,12499,30,18200
52,realme TechLife 7.5 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine,realme TechLife,7.5,Fully Automatic,Top Load,Grey,11990,40,2984
53,realme TechLife 12 kg Semi Automatic Top Load Washing Machine,realme TechLife,12,Semi Automatic,Top Load,Grey,11990,50,30647
54,MOTOROLA 7 kg Semi Automatic Top Load Washing Machine,MOTOROLA,7,Semi Automatic,Top Load,"White, Purple",7990,40,31
55,Unknown,Thomson,7,Unknown,Unknown,Unknown,4690,41,38
56,Thomson 8.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine,Thomson,8.5,Semi Automatic,Top Load,Black,8999,28,15800
57,Voltas Beko 8 kg Semi Automatic Top Load Washing Machine,Voltas Beko,8,Semi Automatic,Top Load,"Maroon, White",10125,43,18200
58,Voltas Beko 7 kg Fully Automatic Front Load Washing Machine,Voltas Beko,7,Fully Automatic,Front Load,with In-built Heater Grey,24490,45,18200
59,Sansui 7 kg Semi Automatic Top Load Washing Machine,Sansui,7,Semi Automatic,Top Load,Red,7690,52,475
60,MOTOROLA 7 kg 5 star rating Midnight Series Semi Automatic Top Load Washing Machine,MOTOROLA,7,Semi Automatic,Top Load,Black,7990,42,39395
61,MOTOROLA 7.5 kg 5 star rating Midnight Series Semi Automatic Top Load Washing Machine,MOTOROLA,7.5,Semi Automatic,Top Load,Black,8490,39,108865
62,VW 8.5 kg Semi Automatic Top Load Washing Machine,VW,8.5,Semi Automatic,Top Load,"Black, Grey",8499,61,30648
63,Samsung 7.5 Kg Semi Automatic Top Load Washing Machine,Samsung,7.5,Semi Automatic,Top Load,"Grey, Red",11290,28,559
64,"Samsung 7 kg 5 Star, Ecobubble, Soft Closing Door, Digital Inverter Fully Automatic Top Load Washing Machine",Samsung,7,Fully Automatic,Top Load,Grey,17269,23,528
65,"IFB 8 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Automatic Front Load Washing Machine",IFB,8,Fully Automatic,Front Load,with In-built Heater Black,33990,26,13805
66,realme TechLife 9 kg MegaWash Range Fully Automatic Top Load Washing Machine,realme TechLife,9,Fully Automatic,Top Load,Grey,14190,51,2987
67,Voltas Beko 8 kg Semi Automatic Top Load Washing Machine,Voltas Beko,8,Semi Automatic,Top Load,Blue,9790,48,30647
68,BOSCH 7 kg with Steam Fully Automatic Front Load Washing Machine,BOSCH,7,Fully Automatic,Front Load,with In-built Heater Silver,26990,46,30647
69,realme TechLife 8 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine,realme TechLife,8,Fully Automatic,Top Load,Grey,12290,48,0
70,Thomson 10 kg 5 Star Aqua Magic Double Waterfall Semi Automatic Top Load Washing Machine,Thomson,10,Semi Automatic,Top Load,Black,9999,33,0
71,Thomson 9 kg 5 Star Aqua Magic Double Waterfall Semi Automatic Top Load Washing Machine,Thomson,9,Semi Automatic,Top Load,Black,9499,26,0
72,Thomson 11 kg 5 Star Aqua Magic Double Waterfall Semi Automatic Top Load Washing Machine,Thomson,11,Semi Automatic,Top Load,"Black, Grey",10999,33,30647
73,Voltas Beko 9 kg Semi Automatic Top Load Washing Machine,Voltas Beko,9,Semi Automatic,Top Load,"Black, Grey",11990,48,6278
74,Samsung 10.5 kg Semi Automatic Top Load Washing Machine,Samsung,10.5,Semi Automatic,Top Load,Black,14999,26,39395
75,MarQ by Flipkart 7.5 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine,MarQ by Flipkart,7.5,Semi Automatic,Top Load,"Maroon, White",7590,49,63703
76,realme TechLife 8 kg 5 Star Rating Semi Automatic Top Load Washing Machine,realme TechLife,8,Semi Automatic,Top Load,"White, Black",9190,47,98936
77,Whirlpool 6.5 kg Fully Automatic Top Load Washing Machine,Whirlpool,6.5,Fully Automatic,Top Load,with In-built Heater Grey,16290,22,49468
78,Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine,Whirlpool,7.5,Fully Automatic,Top Load,with In-built Heater Grey,17999,22,49468
79,Whirlpool 8 kg Fully Automatic Top Load Washing Machine,Whirlpool,8,Fully Automatic,Top Load,with In-built Heater Grey,18990,19,49468
80,"Whirlpool 8.5 kg 5 Star with Auto Restart, End of Cycle Buzzer, Lint Filter and Collar Scrubber Semi Automatic Top Load Washing Machine",Whirlpool,8.5,Semi Automatic,Top Load,Grey,12990,25,44382
81,Godrej 8 kg with Tri-Roto Scrub Pulsator Washing Machine,Godrej,8,Semi Automatic,Top Load,"Semi Automatic Top Load White, Pink",13490,20,191
82,"Godrej 8 kg 5 Star, With Soft Shut Wash Lid, Tri Roto Scrub Pulsator With Stainless Steel Wash and Spin Drum Semi Automatic Top Load Washing Machine",Godrej,8,Semi Automatic,Top Load,Grey,13980,40,681
83,Unknown,Voltas Beko by A Tata Product,9,Semi Automatic,Top Load,Unknown,11990,49,2874
84,realme TechLife 8 kg Soft closing Glass lid Fully Automatic Top Load Washing Machine,realme TechLife,8,Fully Automatic,Top Load,"with In-built Heater Black, Grey",14790,48,3151
85,Voltas Beko 12 kg Semi Automatic Top Load Washing Machine,Voltas Beko,12,Semi Automatic,Top Load,"Black, Grey",14599,47,52
86,Voltas Beko 8 kg Semi Automatic Top Load Washing Machine,Voltas Beko,8,Semi Automatic,Top Load,Blue,10907,45,121
87,"Whirlpool 9 kg 5 Star with Auto Restart, End of Cycle Buzzer, Lint Filter and Collar Scrubber Semi Automatic Top Load Washing Machine",Whirlpool,9,Semi Automatic,Top Load,Grey,13950,26,44382
88,LG 8.5 kg Semi Automatic Top Load Washing Machine,LG,8.5,Semi Automatic,Top Load,Black,15340,25,130
89,LG 11.5 kg Semi Automatic Top Load Washing Machine,LG,11.5,Semi Automatic,Top Load,Black,18249,28,169
90,"IFB 7 kg 5 Star with Deep Clean Technology, ActivMix, Powered by AI, with Aqua Energie, Soft Close Door, Fully Automatic Top Load Washing Machine",IFB,7,Fully Automatic,Top Load,Red,18490,23,26954
91,Voltas Beko by A Tata Product 12 kg A Tata Product Anti-allergen Hygiene Boost Washing Machine,Voltas Beko by A Tata Product,12,Semi Automatic,Top Load,"with Fast Dry and Water Proof IPX4 Panel Semi Automatic Top Load Maroon, White",13640,35,23446
92,Voltas Beko by A Tata Product 6.5 kg 5 Star Eco-Series Fully Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,6.5,Fully Automatic,Top Load,Grey,11990,50,2481
93,Unknown,IFB,5.5,Unknown,Unknown,Unknown,20653,8,655
94,LG Electronics 7.5 kg Semi Automatic Top Load Washing Machine,LG Electronics,7.5,Semi Automatic,Top Load,"Grey, White",12592,30,54
95,Kenstar 6.5 Kg Swift Dry Lid Semi Automatic Top Load Washing Machine,Kenstar,6.5,Semi Automatic,Top Load,"White, Grey",7190,48,502
96,Voltas Beko 10 kg Fully Automatic Top Load Washing Machine,Voltas Beko,10,Fully Automatic,Top Load,"with In-built Heater Black, Grey",20490,55,2679
97,Voltas Beko 7.5 kg Semi Automatic Top Load Washing Machine,Voltas Beko,7.5,Semi Automatic,Top Load,"Grey, White",8990,50,23446
98,Haier 8.5 kg Semi Automatic Top Load Washing Machine,Haier,8.5,Semi Automatic,Top Load,"Red, White",12990,31,64
99,VW 7.5 kg Semi Automatic Top Load Washing Machine,VW,7.5,Semi Automatic,Top Load,"White, Blue",7499,62,475
100,"Godrej 6 kg 5 Star, Digi-Inverter With Steam Wash & 1000 RPM Spin Speed Fully Automatic Front Load Washing Machine",Godrej,6,Fully Automatic,Front Load,"Black, White",24999,34,123
101,"Whirlpool 11 kg 5 Star with Auto Restart, End of Cycle Buzzer and Faster Drying Semi Automatic Top Load Washing Machine",Whirlpool,11,Semi Automatic,Top Load,"Black, Grey",14750,32,44382
102,"Haier 8 Kg Oxyi Dry Technology, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi Automatic Top Load Washing Machine",Haier,8,Semi Automatic,Top Load,Multicolor,10880,36,6970
103,"Whirlpool 10 kg 5 Star with Auto Restart, End of Cycle Buzzer and Faster Drying Semi Automatic Top Load Washing Machine",Whirlpool,10,Semi Automatic,Top Load,Grey,14490,30,731
104,Voltas Beko by A Tata Product 9.5 kg 5 Star Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,9.5,Semi Automatic,Top Load,Multicolor,9390,50,6278
105,realme TechLife 8.5 kg 5 Star rating Semi Automatic Top Load Washing Machine,realme TechLife,8.5,Semi Automatic,Top Load,"Grey, Black",8990,33,98936
106,"Haier 7 kg Anti Bacterial Vortex Pulsator, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi Automatic Top Load Washing Machine",Haier,7,Semi Automatic,Top Load,"Maroon, White",11990,36,6970
107,"Haier 9 kg Oxyi Dry Technology, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi Automatic Top Load Washing Machine",Haier,9,Semi Automatic,Top Load,White,7195,60,6970
108,InnoQ 7 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automatic Top Load Washing Machine,InnoQ,7,Semi Automatic,Top Load,Grey,13690,34,3251
109,"Haier 7 kg Balance Clean Pulsator, Custom Wash Cycles with 15 Mins Quick Wash, Magic Filter Fully Automatic Top Load Washing Machine",Haier,7,Fully Automatic,Top Load,"Brown, Grey",22590,25,74082
110,Whirlpool 9 kg Bloomwash Fully Automatic Top Load Washing Machine,Whirlpool,9,Fully Automatic,Top Load,with In-built Heater Grey,20990,51,49468
111,"Godrej 6.5 kg AI Powered, FabriSafe Drum, Eco Wash Fully Automatic Front Load Washing Machine",Godrej,6.5,Fully Automatic,Front Load,White,11990,52,1421
112,"TCL 7 kg 5 Star with 10 Wash Program and Detergent Dispenser, Child Lock with Magic Filter Fully Automatic Top Load Washing Machine",TCL,7,Fully Automatic,Top Load,Black,9790,45,407
113,MarQ by Flipkart 9 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine,MarQ by Flipkart,9,Semi Automatic,Top Load,"White, Grey",16793,18,63703
114,Panasonic 7 kg 5 Star AquaBeat Wash Fully Automatic Top Load Washing Machine,Panasonic,7,Fully Automatic,Top Load,Grey,9890,34,12421
115,Godrej 7 kg 5 Star With Rain Shower Spin Washing Machine,Godrej,7,Semi Automatic,Top Load,"Semi Automatic Top Load Grey, White",13978,47,5751
116,Godrej 7 kg Fully Automatic Top Load Washing Machine,Godrej,7,Fully Automatic,Top Load,Grey,24990,27,14
117,"IFB 6 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Powered by AI with Power Steam Fully Automatic Front Load Washing Machine",IFB,6,Fully Automatic,Front Load,"with In-built Heater White, Black",13990,30,30648
118,"Godrej 10 kg 5 Star Aquajet Pulsator, Drying at 1400 RPM Speed, Spin Shower, Semi Automatic Top Load Washing Machine",Godrej,10,Semi Automatic,Top Load,Black,50489,24,160
119,Unknown,IFB,6,Fully Automatic,Unknown,Unknown,,,331
120,LG 9.5 kg Semi Automatic Top Load Washing Machine,LG,9.5,Semi Automatic,Top Load,"Grey, White",19890,20,46
121,Samsung 8 kg Semi Automatic Top Load Washing Machine,Samsung,8,Semi Automatic,Top Load,"Grey, Black",15499,34,10
122,LG Electronics 10.5 kg Semi Automatic Top Load Washing Machine,LG Electronics,10.5,Semi Automatic,Top Load,"Maroon, White",15999,36,281
123,Godrej 10 kg Semi Automatic Top Load Washing Machine,Godrej,10,Semi Automatic,Top Load,Grey,15999,32,30
124,"Samsung 9 kg 5 Star, AI Control, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam, Digital Inverter Motor Fully Automatic Front Load Washing Machine",Samsung,9,Fully Automatic,Front Load,with In-built Heater Blue,38870,36,26571
125,"LG 7 kg 5 Star, Allergen free with Steam, Inverter Direct Drive - Less vibration, less noise, 6 Motion Direct Drive, Touch Panel, 1200 RPM, Essence Fully Automatic Front Load Washing Machine",LG,7,Fully Automatic,Front Load,with In-built Heater White,26990,1,13331
126,Whirlpool 7 kg Fully Automatic Top Load Washing Machine,Whirlpool,7,Fully Automatic,Top Load,with In-built Heater Grey,17190,41,257
127,"Samsung 7 kg 5 star, EcoBubble Technology, Hygiene Steam Digital Inverter Fully Automatic Front Load Washing Machine",Samsung,7,Fully Automatic,Front Load,with In-built Heater Grey,29100,8,26571
128,Samsung 6.5 kg with Steam Fully Automatic Front Load Washing Machine,Samsung,6.5,Fully Automatic,Front Load,with In-built Heater Grey,36792,35,15
129,Voltas Beko by A Tata Product 8 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,8,Semi Automatic,Top Load,with In-built Heater White,12799,60,14
130,"TCL 10 kg 5 Star with Extra Powerful Motor, Magic Filter and Fast Dry Semi Automatic Top Load Washing Machine",TCL,10,Semi Automatic,Top Load,Red,10590,23,401
131,"IFB 10 kg Power Dual Steam, Fully Automatic Top Load Washing Machine",IFB,10,Fully Automatic,Top Load,with In-built Heater Silver,29800,60,26954
132,InnoQ 7 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automatic Top Load Washing Machine,InnoQ,7,Semi Automatic,Top Load,Maroon,7195,35,3251
133,"LG 7 kg 5 Star, Allergen free with Steam, Inverter Direct Drive - Less vibration, less noise, 6 Motion Direct Drive, 1200 RPM, Essence Fully Automatic Front Load Washing Machine",LG,7,Fully Automatic,Front Load,with In-built Heater White,27990,33,319
134,Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,7,Semi Automatic,Top Load,Maroon,8675,25,347
135,White Westinghouse (Trademark by Electrolux) 6.5 kg Fully Automatic Top Load Washing Machine,Unknown,6.5,Fully Automatic,Top Load,Grey,11900,36,75
136,Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,7,Semi Automatic,Top Load,White,8290,31,2515
137,Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,7,Semi Automatic,Top Load,Maroon,8890,36,58
138,Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,7,Semi Automatic,Top Load,"White, Maroon",8290,34,2515
139,Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,7,Semi Automatic,Top Load,"Maroon, White",8493,34,2515
140,Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,7,Semi Automatic,Top Load,White,8488,43,2515
141,Unknown,Reliance,7.5,Unknown,Unknown,Unknown,4790,37,486
142,"Haier 8 kg Powerful Oceanus Wave Drum, Custom Wash Cycles with 15 Mins Quick Wash, Near Zero Pressure Technology, Toughened Glass, Dual Magic Filter Fully Automatic Top Load Washing Machine",Haier,8,Fully Automatic,Top Load,"Brown, Grey",17490,39,737
143,Voltas Beko by A Tata Product 10 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,10,Semi Automatic,Top Load,"Blue, White",12490,,23446
144,Voltas Beko by A Tata Product 14 kg Semi Automatic Top Load Washing Machine,Voltas Beko by A Tata Product,14,Semi Automatic,Top Load,Blue,14690,40,23446
145,Voltas Beko 11 kg Fully Automatic Top Load Washing Machine,Voltas Beko,11,Fully Automatic,Top Load,"Black, Grey",20490,55,2679
146,Lloyd by Havells 8 kg |1300 RPM|Soak Function|3 Wash Programs|Swift Dry| Magic Filter Semi Automatic Top Load Washing Machine,Lloyd by Havells,8,Semi Automatic,Top Load,"Maroon, White",11490,35,1525
147,Voltas Beko 11 kg Fully Automatic Top Load Washing Machine,Voltas Beko,11,Fully Automatic,Top Load,"with In-built Heater Black, Grey",20999,56,2679
148,BOSCH 9 kg Fully Automatic Front Load Washing Machine,BOSCH,9,Fully Automatic,Front Load,with In-built Heater Silver,36990,29,13805
